limit_balance,age,education_clean,marriage_clean,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
160000,50,2,2,-1,2,-1,0,-1,2,3139,1473.0,1863.0,390,930.0,390.0,0.0,1863.0,0.0,930.0,0.0,0.0,0
50000,28,2,2,-1,2,-1,0,0,-1,2809,187.0,3135.0,937,-3.0,894.0,0.0,3141.0,2.0,0.0,897.0,906.0,0
20000000,36,3,1,-1,2,-1,0,0,2,1762,881.0,24842.0,28367,28721.0,20139.0,4.0,24846.0,5004.0,1540.0,4.0,6411.0,1
10000,45,2,2,-1,-1,0,0,0,0,492,9017.0,9787.0,9897,9707.0,-173.0,10300.0,1000.0,500.0,200.0,0.0,10200.0,0
20000000,26,1,2,-1,0,-1,0,-1,-1,980,2980.0,3438.0,2102,38.0,0.0,2000.0,3438.0,50.0,38.0,0.0,0.0,0
90000,28,2,1,-1,0,0,0,0,0,10962,13244.0,7097.0,6624,6806.0,6266.0,4512.0,2500.0,2397.0,2150.0,709.0,22000.0,1
160000,29,1,2,-1,-1,-1,0,-1,0,1289,2089.0,5464.0,2079,1908.0,1394.0,2106.0,5500.0,2000.0,2000.0,1350.0,700.0,0
340000,25,1,2,-1,0,0,0,0,0,239715,421651.0,203784.0,181490,154478.0,135259.0,10469.0,6618.0,5168.0,5014.0,5398.0,2738.0,1
140000,29,2,1,-1,-1,-1,0,0,-2,3300,1300.0,3074.0,594,0.0,0.0,1300.0,3668.0,0.0,0.0,0.0,0.0,1
50000000,38,1,1,-1,0,-1,0,0,0,5410,2760.0,36861.0,23200,34255.0,18554.0,2700.0,36861.0,10000.0,20055.0,1000.0,5622.0,0
360000,42,2,1,-1,0,0,0,0,-1,64268,45659.0,18875.0,7742,5572.0,131869.0,2339.0,4564.0,2200.0,1000.0,131869.0,3862.0,0
150000,27,4,3,-1,-1,0,0,-2,-2,3462,1147.0,7002.0,0,0.0,0.0,1147.0,6000.0,0.0,0.0,0.0,0.0,0
20000,46,2,1,-1,2,0,0,0,0,7544,7277.0,8215.0,9200,10280.0,16130.0,0.0,1215.0,1200.0,1280.0,6000.0,0.0,1
50000,34,1,2,-1,-1,-1,0,0,0,27465,24125.0,47444.0,43028,43719.0,0.0,24125.0,60003.0,5000.0,30000.0,34000.0,0.0,0
40000,26,1,2,-1,-1,-1,0,0,-1,1216,776.0,4059.0,13522,16416.0,807.0,776.0,4385.0,10000.0,5000.0,807.0,657.0,0
30000,24,1,2,-1,0,0,0,0,0,1991,2621.0,4211.0,4709,4805.0,2848.0,2000.0,2000.0,1000.0,96.0,0.0,3000.0,0
40000000,29,1,2,-1,-1,0,0,0,0,16666,62545.0,98214.0,84142,70732.0,68674.0,62545.0,53704.0,4142.0,5010.0,66676.0,66660.0,0
170000,28,2,2,-1,0,0,2,0,0,2948,3848.0,5646.0,5464,5577.0,5889.0,1105.0,1903.0,0.0,296.0,500.0,95.0,1
230000,39,1,2,-1,-1,-1,2,-1,-1,834,-150.0,517.0,53,603.0,10141.0,0.0,667.0,0.0,700.0,10200.0,5200.0,0
130000,41,1,1,-1,-1,2,2,2,0,767,9637.0,8256.0,14890,13742.0,7630.0,9804.0,0.0,7600.0,0.0,5000.0,10000.0,1
20000000,30,1,2,-1,-1,2,2,2,2,182967,194924.0,75635.0,94454,60875.0,41221.0,15349.0,10.0,32000.0,0.0,3000.0,0.0,1
250000,44,1,1,-1,-1,-1,2,-1,0,3893,54673.0,8402.0,2765,6037.0,3561.0,54946.0,8433.0,13.0,6049.0,17.0,4980.0,0
20000000,41,1,1,-1,-1,-1,2,0,-1,1980,1802.0,5647.0,3604,1802.0,1802.0,1802.0,5647.0,0.0,0.0,1802.0,3829.0,0
20000,38,1,2,-1,0,0,3,2,2,3527,4556.0,5867.0,5495,5126.0,5899.0,1241.0,1700.0,0.0,0.0,1000.0,0.0,1
30000,30,2,1,0,0,0,-2,-2,-2,14451,15525.0,0.0,0,0.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,0
90000,26,2,2,0,0,-2,-2,-2,-2,70182,-18.0,-18.0,-18,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000,50,1,1,0,0,-2,-2,-2,-2,9164,0.0,0.0,0,0.0,0.0,0.0,50000.0,0.0,1300.0,0.0,0.0,1
20000,21,2,2,0,0,0,-2,-2,-2,19030,19783.0,0.0,0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0
130000,35,2,2,0,0,0,-2,-2,-2,1923,1995.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
20000,24,2,2,0,0,0,-2,-2,-2,18196,19495.0,-280.0,-280,-280.0,-670.0,1775.0,0.0,0.0,390.0,0.0,1600.0,0
90000,23,1,2,0,0,0,-1,0,0,4744,7070.0,0.0,5398,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0
360000,27,1,2,0,-1,0,-1,-1,-1,79837,27456.0,68117.0,39105,54456.0,46153.0,27465.0,50154.0,39105.0,54456.0,46153.0,40000.0,0
30000,42,3,1,0,0,2,-1,-1,2,14617,20350.0,18456.0,4190,13702.0,13247.0,6000.0,28.0,5000.0,13702.0,0.0,10000.0,0
210000,56,3,2,0,-1,-1,-1,-1,0,27316,15316.0,15316.0,15623,11090.0,15316.0,15316.0,15316.0,15623.0,11090.0,10000.0,76826.0,0
280000,49,2,1,0,0,-2,-1,0,-1,20650,0.0,0.0,4533,5533.0,65607.0,0.0,0.0,4533.0,1000.0,65607.0,2000.0,0
30000,29,2,2,0,0,-1,-1,0,-1,7965,3101.0,3126.0,7365,3245.0,828.0,1000.0,3126.0,7365.0,0.0,828.0,8511.0,0
220000,28,1,2,0,0,0,-1,-1,-1,57739,42144.0,19270.0,1500,5520.0,0.0,2000.0,1000.0,1500.0,5520.0,0.0,0.0,0
30000,47,3,1,0,0,0,-1,0,0,118587,89271.0,91157.0,30420,30384.0,29774.0,6624.0,3000.0,31959.0,1052.0,1062.0,1114.0,0
230000,34,2,1,0,-1,-1,-1,-1,-1,205530,380.0,380.0,2350,103030.0,380.0,380.0,380.0,2350.0,103030.0,380.0,1570.0,0
210000,29,2,1,0,0,0,-1,-1,0,145499,107712.0,-564.0,4270,143607.0,144505.0,4751.0,0.0,6000.0,143754.0,5000.0,5314.0,0
150000,34,2,1,0,0,-1,-1,-2,-2,23900,22164.0,3096.0,-1076,0.0,0.0,1329.0,3107.0,0.0,10382.0,0.0,2817.0,0
50000,30,1,2,0,0,0,-1,-1,-2,50457,51400.0,0.0,3794,0.0,0.0,2400.0,0.0,3794.0,0.0,0.0,9551.0,0
20000,21,2,2,0,0,0,-1,0,0,23675,20297.0,17054.0,2333,1300.0,0.0,1800.0,1240.0,2333.0,0.0,0.0,0.0,0
180000,32,1,1,0,0,0,-1,-1,-1,6687,4919.0,2644.0,1300,2644.0,0.0,1227.0,1000.0,1300.0,2644.0,0.0,55176.0,1
250000,29,1,2,0,0,0,0,0,0,70887,67060.0,63561.0,59696,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0
20000,22,2,2,0,0,0,0,0,0,16001,12622.0,13221.0,13130,14034.0,14906.0,1212.0,1201.0,500.0,1500.0,1500.0,1000.0,0
40000,48,1,2,0,0,0,0,0,0,34871,34449.0,33634.0,34586,34762.0,35673.0,1600.0,1600.0,1500.0,1500.0,1500.0,1500.0,0
80000,25,2,2,0,0,0,0,0,-2,22619,31429.0,27923.0,25280,0.0,0.0,10010.0,1209.0,579.0,0.0,0.0,6305.0,0
50000,41,2,1,0,0,0,0,0,0,21986,21520.0,20979.0,19894,18811.0,18805.0,1362.0,1294.0,682.0,680.0,694.0,618.0,0
30000000,31,1,2,0,0,0,0,2,-1,43610,43280.0,36156.0,30305,30155.0,561.0,1655.0,1797.0,750.0,0.0,561.0,500.0,0
80000,36,2,2,0,0,0,0,0,0,79148,52174.0,44275.0,42029,33838.0,29757.0,2000.0,2000.0,1500.0,1500.0,2000.0,1500.0,0
50000,44,3,1,0,0,0,0,0,0,15931,17363.0,18735.0,19188,17578.0,16855.0,2000.0,2000.0,1006.0,1003.0,1000.0,1000.0,0
50000,23,2,2,0,0,0,0,2,0,30501,33113.0,33967.0,28115,27529.0,29896.0,3113.0,1421.0,4295.0,0.0,3000.0,896.0,0
50000,24,2,2,0,0,0,0,0,0,29186,29792.0,26660.0,27416,27836.0,28473.0,1500.0,1500.0,1200.0,1010.0,1100.0,980.0,0
140000,29,1,2,0,0,0,0,0,0,142087,255846.0,140057.0,100177,100873.0,98363.0,5528.0,4500.0,3500.0,4000.0,4000.0,4000.0,0
90000,40,3,1,0,0,0,0,0,0,89928,81721.0,76947.0,46589,47730.0,49488.0,3416.0,4142.0,1700.0,1888.0,2710.0,1500.0,0
360000,30,1,2,0,0,0,0,0,0,139762,143515.0,147037.0,146117,145884.0,147645.0,6000.0,6000.0,4818.0,5000.0,5000.0,4500.0,0
140000,55,1,2,0,0,0,0,0,0,65640,66998.0,68201.0,68866,65781.0,66850.0,2800.0,3000.0,2500.0,2350.0,2400.0,2400.0,0
80000,38,2,1,0,0,0,0,0,0,74236,63120.0,53897.0,54292,55430.0,57011.0,2125.0,2000.0,2000.0,2010.0,2500.0,1336.0,0
260000,25,2,2,0,0,0,0,-1,0,16373,15249.0,15018.0,15520,3491.0,5651.0,5006.0,5000.0,5000.0,3491.0,3000.0,2000.0,1
50000,36,3,1,0,0,0,0,0,0,74969,76012.0,77330.0,70579,63751.0,56977.0,2846.0,2671.0,2396.0,2177.0,2146.0,2055.0,1
340000,26,1,2,0,0,0,0,0,0,337871,311076.0,156674.0,129651,126192.0,94722.0,11208.0,5000.0,23809.0,4136.0,3600.0,3169.0,0
180000,26,2,2,0,0,0,0,0,-1,7149,12946.0,16163.0,13142,9800.0,4857.0,5946.0,3663.0,3159.0,3000.0,4857.0,6240.0,0
50000,49,2,2,0,0,0,0,0,0,43342,44441.0,45390.0,46310,47262.0,48219.0,2100.0,2000.0,1113.0,1143.0,1159.0,1381.0,0
50000,37,2,1,0,0,0,0,0,0,15175,16505.0,17516.0,17926,18487.0,19029.0,1579.0,1590.0,1000.0,1000.0,1000.0,1200.0,0
40000000,41,3,1,0,0,0,0,0,0,18487,12366.0,13010.0,12620,17945.0,20030.0,2620.0,1000.0,0.0,13945.0,7116.0,1280.0,1
420000,28,2,2,0,0,0,0,0,0,22872,23309.0,24612.0,25400,26333.0,27887.0,1700.0,2000.0,1500.0,1500.0,2000.0,1567.0,0
10000,22,3,2,0,0,0,0,0,0,5757,6706.0,7715.0,7873,8742.0,9551.0,1200.0,1128.0,286.0,1000.0,955.0,0.0,0
20000,45,2,1,0,0,0,0,0,-2,18569,40278.0,18760.0,18662,0.0,0.0,2500.0,3000.0,1000.0,0.0,0.0,0.0,0
50000,35,2,2,0,0,0,0,-1,-1,14536,10827.0,9594.0,7309,1277.0,3310.0,2000.0,2000.0,2000.0,1277.0,3294.0,0.0,0
30000,36,2,2,0,0,0,0,0,0,36124,35538.0,34359.0,32450,30633.0,30628.0,2500.0,2215.0,1156.0,1200.0,3000.0,3000.0,1
20000,22,1,2,0,0,0,0,0,0,14677,16625.0,17924.0,18674,15452.0,15882.0,3004.0,3006.0,3007.0,489.0,2110.0,2201.0,0
520000,35,1,2,0,0,0,0,0,0,60912,56728.0,55758.0,57911,54152.0,43108.0,7000.0,5000.0,5004.0,5000.0,5000.0,5031.0,0
70000,42,2,1,0,0,0,0,0,0,70293,69199.0,66398.0,66282,67580.0,67273.0,3300.0,2600.0,2600.0,3000.0,2600.0,2600.0,0
80000,32,2,2,0,0,0,0,0,-1,81115,77649.0,40630.0,23697,6557.0,32763.0,5000.0,1200.0,0.0,5000.0,37000.0,3000.0,0
80000,53,2,2,0,0,0,0,0,0,80577,78781.0,78363.0,48902,49996.0,-1719.0,3261.0,2342.0,1630.0,1759.0,0.0,52085.0,0
20000,25,2,2,0,0,0,0,0,0,16654,12801.0,14155.0,19975,19975.0,0.0,2000.0,2000.0,7000.0,0.0,0.0,0.0,0
40000000,39,1,2,0,0,0,0,0,0,404924,359634.0,360270.0,325340,328627.0,329948.0,13521.0,12374.0,11643.0,11868.0,18000.0,15000.0,0
50000,32,2,2,0,0,0,0,2,0,32813,34973.0,35603.0,37595,29818.0,24416.0,3000.0,1700.0,2600.0,0.0,10000.0,6000.0,1
60000,28,2,2,0,0,0,0,0,2,42243,37131.0,38136.0,38903,41483.0,40257.0,7773.0,1628.0,1395.0,3210.0,0.0,2000.0,0
30000000,43,3,2,0,0,0,0,0,0,158741,155438.0,146043.0,142726,138849.0,137499.0,5823.0,5310.0,5302.0,5035.0,5118.0,4532.0,0
50000,29,2,1,0,0,0,0,0,0,26052,27631.0,29128.0,29707,28825.0,29022.0,2000.0,2000.0,2500.0,1033.0,1053.0,1034.0,0
260000,44,2,2,0,0,0,0,0,0,36048,37157.0,38040.0,33882,34589.0,35397.0,1688.0,1571.0,1213.0,1253.0,1381.0,1166.0,0
290000,48,1,2,0,0,0,0,0,-1,74864,36317.0,34491.0,29657,9134.0,2383.0,1411.0,1200.0,593.0,200.0,5637.0,0.0,0
110000,23,2,2,0,0,0,0,-1,0,1877,2507.0,1320.0,1270,63697.0,51866.0,1000.0,1000.0,100.0,63697.0,2427.0,2050.0,1
80000,23,1,2,0,0,0,0,0,0,23998,17442.0,15948.0,17118,9883.0,8689.0,3150.0,2000.0,6000.0,500.0,304.0,500.0,0
180000,46,3,2,0,0,0,0,0,0,109114,71952.0,16765.0,14611,16209.0,25653.0,2835.0,1500.0,1000.0,2000.0,10000.0,20000.0,0
120000,30,2,2,0,0,0,0,0,0,100802,104378.0,106651.0,108362,96168.0,99399.0,5200.0,5500.0,5000.0,5000.0,5000.0,5000.0,0
60000,33,2,1,0,0,0,0,0,0,54660,49907.0,44057.0,27510,28086.0,29119.0,1879.0,1500.0,1000.0,1019.0,1500.0,1000.0,0
210000,43,2,1,0,0,0,0,0,0,47025,45456.0,44048.0,15398,8657.0,3180.0,2300.0,1326.0,400.0,230.0,100.0,112136.0,0
50000,47,2,1,0,0,0,0,0,0,48888,47988.0,9757.0,8941,9893.0,6181.0,1900.0,1139.0,2000.0,1000.0,300.0,500.0,0
70000,25,2,2,0,0,0,0,0,0,22935,23963.0,24979.0,25665,26357.0,26768.0,1398.0,1414.0,1100.0,1104.0,1000.0,1155.0,0
60000,27,1,2,0,0,0,0,2,0,14853,19589.0,27176.0,29712,29099.0,31601.0,5000.0,8000.0,3000.0,0.0,3000.0,3000.0,1
20000,36,2,1,0,0,0,0,0,0,16320,18044.0,19003.0,19224,19050.0,19353.0,2000.0,1283.0,1003.0,1000.0,1002.0,1005.0,0
60000,48,3,1,0,0,0,0,0,0,62652,57562.0,51278.0,46685,31584.0,26482.0,2300.0,2200.0,1900.0,1191.0,1219.0,7971.0,0
260000,27,1,2,0,0,0,0,0,0,15178,23360.0,22099.0,18985,19662.0,22274.0,12007.0,8000.0,1000.0,1000.0,5000.0,5000.0,0
30000000,36,1,1,0,0,0,0,0,0,272899,254078.0,252427.0,254160,250645.0,245851.0,9251.0,10505.0,9157.0,9319.0,9600.0,8500.0,0
60000,44,2,1,0,0,0,0,0,0,56970,58848.0,20641.0,22229,24708.0,27255.0,3000.0,2000.0,2229.0,3000.0,3000.0,3305.0,0
50000000,31,2,1,0,0,0,0,0,0,378886,382234.0,274586.0,273718,168418.0,167635.0,15057.0,11035.0,11035.0,7029.0,8035.0,10388.0,0
80000,34,3,2,0,0,0,0,0,0,78562,56877.0,57761.0,58707,56220.0,60463.0,2100.0,2100.0,2100.0,2100.0,5500.0,5200.0,0
110000,23,2,2,0,0,0,0,0,0,106963,101958.0,85914.0,73638,72119.0,73764.0,5023.0,3900.0,2600.0,5000.0,3000.0,3000.0,0
380000,30,2,1,0,0,0,0,0,0,295543,299922.0,307166.0,311716,306830.0,303453.0,11000.0,12602.0,11500.0,10500.0,11000.0,10152.0,0
240000,33,2,1,0,0,0,0,0,0,225312,229394.0,232686.0,195509,198861.0,202057.0,8000.0,7400.0,6500.0,7000.0,7000.0,7000.0,0
160000,40,2,1,0,0,2,0,0,2,137695,146193.0,139323.0,140719,143638.0,144482.0,12121.0,0.0,5100.0,10251.0,5205.0,0.0,0
30000,24,2,2,0,0,2,0,0,0,25111,27558.0,26552.0,27703,28128.0,28859.0,3551.0,0.0,1902.0,1022.0,1200.0,1200.0,0
80000,46,2,1,0,0,0,0,0,0,34494,35930.0,37326.0,38203,39580.0,40920.0,2000.0,2000.0,1500.0,2000.0,2000.0,2000.0,0
60000,25,1,2,0,0,0,0,0,0,51907,52997.0,53559.0,54716,54533.0,58085.0,1935.0,2000.0,2000.0,2000.0,6000.0,0.0,0
10000000,32,1,2,0,0,0,0,0,0,93724,96017.0,98111.0,68668,66845.0,67452.0,3800.0,4000.0,2500.0,2500.0,3000.0,2600.0,0
50000,47,2,1,0,0,0,0,0,0,50732,50713.0,45549.0,40043,39844.0,39599.0,2000.0,2106.0,1600.0,1606.0,1581.0,2000.0,0
20000,27,3,1,0,0,2,0,0,0,20184,20702.0,20057.0,19583,19991.0,20446.0,2950.0,2.0,687.0,709.0,965.0,559.0,1
120000,52,3,1,0,0,0,0,0,0,117029,118439.0,118437.0,116456,116957.0,119366.0,5800.0,4500.0,4120.0,4388.0,4500.0,4350.0,0
250000,30,1,2,0,0,2,0,0,2,77245,84828.0,82228.0,83116,87990.0,86564.0,8722.0,0.0,3010.0,6249.0,0.0,3212.0,0
130000,34,2,2,0,0,0,0,2,0,99593,100415.0,103618.0,107525,104042.0,100190.0,4050.0,5600.0,7800.0,0.0,3900.0,3100.0,1
160000,28,3,1,0,0,0,0,0,0,38660,38942.0,39787.0,40069,37647.0,38268.0,2500.0,1877.0,2000.0,3000.0,1400.0,5000.0,0
50000,25,2,2,0,0,2,0,0,0,6302,7993.0,8506.0,8716,8926.0,9128.0,1800.0,800.0,500.0,500.0,500.0,400.0,1
20000000,34,2,2,0,0,0,0,0,0,189279,195200.0,60278.0,58972,55731.0,99900.0,10000.0,5023.0,5000.0,5000.0,50000.0,4000.0,0
50000000,44,2,2,0,0,0,0,0,0,77257,73089.0,81210.0,88888,107072.0,115264.0,10000.0,10000.0,10000.0,20000.0,10000.0,0.0,0
410000,42,1,1,0,0,0,0,0,0,27559,29866.0,32233.0,34450,36954.0,39251.0,3000.0,2800.0,3000.0,3000.0,3000.0,2000.0,0
50000,42,2,2,0,0,0,0,0,0,51521,46015.0,15057.0,19825,4264.0,3690.0,1451.0,13609.0,13327.0,250.0,1000.0,700.0,1
130000,38,3,1,0,0,0,0,0,0,100443,95794.0,92765.0,48481,47779.0,42362.0,3516.0,4112.0,2007.0,2516.0,1119.0,1016.0,1
240000,48,3,1,0,0,0,0,0,0,111990,125109.0,129014.0,131864,134744.0,138504.0,15000.0,6000.0,5000.0,5000.0,6000.0,6000.0,0
50000,42,2,2,0,0,0,0,0,0,5268,5896.0,6645.0,7009,6869.0,7268.0,1107.0,1246.0,1000.0,500.0,1000.0,390.0,0
160000,30,2,2,0,-1,-1,0,-1,-1,2720,1280.0,5850.0,150,1240.0,0.0,1280.0,5850.0,0.0,1240.0,0.0,0.0,0
140000,46,2,1,0,0,0,0,0,-1,133899,137171.0,139414.0,97268,99960.0,86728.0,5425.0,4979.0,3715.0,4498.0,86728.0,2412.0,1
140000,28,1,2,0,0,0,0,0,0,135648,138049.0,99274.0,100878,102984.0,106628.0,5247.0,3213.0,2857.0,2963.0,4566.0,1969.0,1
130000,33,2,2,0,0,0,0,0,0,79579,70067.0,63951.0,57467,51614.0,46071.0,2702.0,2207.0,2000.0,1717.0,1770.0,1245.0,0
20000000,34,2,1,0,0,0,0,0,0,68262,53329.0,44222.0,36869,31640.0,25334.0,2791.0,2668.0,1820.0,2000.0,882.0,600.0,0
350000,31,3,1,0,0,0,0,0,0,232501,231747.0,197689.0,207984,183208.0,190436.0,20000.0,20023.0,20014.0,20000.0,20000.0,20000.0,0
70000,25,2,2,0,0,0,0,0,0,63745,55670.0,47413.0,44590,45890.0,47126.0,2294.0,2100.0,1600.0,2000.0,2000.0,1750.0,1
60000,34,2,1,0,0,0,0,0,0,30834,33011.0,33434.0,34935,36344.0,37803.0,3000.0,2000.0,3000.0,4000.0,3000.0,3000.0,0
180000,26,2,2,0,0,0,0,0,0,145574,108617.0,102711.0,95652,97661.0,99656.0,3907.0,3600.0,3415.0,3542.0,3616.0,2000.0,0
20000,24,1,2,0,0,0,0,0,0,15036,16069.0,16774.0,17266,17539.0,18033.0,1580.0,1280.0,770.0,700.0,785.0,600.0,0
20000000,30,1,2,0,0,0,0,0,0,196845,189104.0,183255.0,147612,148088.0,99985.0,8990.0,7000.0,5500.0,6000.0,4220.0,3610.0,0
70000,31,2,2,0,0,0,0,0,0,63441,29091.0,29802.0,30395,31034.0,31668.0,1789.0,1500.0,1089.0,1130.0,1150.0,1200.0,0
230000,24,3,2,0,0,0,0,2,0,82066,80317.0,70854.0,74413,72447.0,73418.0,4000.0,3500.0,6000.0,0.0,3000.0,2800.0,0
160000,28,1,2,0,0,0,0,0,0,164262,158903.0,150548.0,152170,155476.0,165902.0,7900.0,7000.0,5600.0,5900.0,13200.0,0.0,0
30000000,29,3,2,0,0,0,0,0,0,103792,108297.0,75385.0,76864,124477.0,192001.0,8401.0,4266.0,3087.0,49195.0,70000.0,7016.0,0
30000,22,2,2,0,0,2,0,0,0,30397,31148.0,28755.0,30720,28298.0,9064.0,3500.0,0.0,3500.0,694.0,343.0,266.0,0
90000,31,2,2,0,0,0,0,0,0,34704,36426.0,35387.0,36838,35867.0,36841.0,3000.0,1549.0,2000.0,2000.0,2000.0,1000.0,0
150000,40,3,1,0,0,0,0,0,0,56690,58775.0,62769.0,64233,65704.0,69835.0,3606.0,5600.0,2500.0,2500.0,5400.0,2600.0,1
120000,48,2,2,0,0,0,0,0,2,72528,74047.0,75564.0,77242,81826.0,83630.0,2680.0,2741.0,2933.0,6000.0,3300.0,0.0,0
230000,31,2,2,0,0,0,0,0,-1,17587,19297.0,19580.0,8247,-6666.0,13334.0,2000.0,1000.0,2000.0,0.0,20000.0,8200.0,0
30000000,37,2,2,0,0,0,0,0,0,67943,69969.0,71387.0,72340,73853.0,75316.0,3121.0,3175.0,2736.0,2829.0,2843.0,2941.0,0
50000,32,2,2,0,0,0,0,0,0,46281,27311.0,41032.0,29626,26328.0,28475.0,1658.0,29000.0,1027.0,1300.0,2600.0,1280.0,0
50000,24,2,2,0,0,0,0,0,0,23553,21507.0,17827.0,7655,7881.0,8248.0,1700.0,2000.0,500.0,500.0,500.0,1000.0,0
50000,25,2,1,0,0,0,0,0,0,43259,35307.0,23096.0,18970,19514.0,20038.0,1405.0,1366.0,1000.0,1000.0,1000.0,600.0,0
310000,32,1,1,0,0,0,0,0,0,66916,63746.0,58216.0,57112,53694.0,49205.0,2440.0,2041.0,1520.0,1581.0,1774.0,1523.0,0
220000,30,1,2,0,0,0,0,0,0,91178,99541.0,74718.0,64087,72992.0,74646.0,10128.0,10000.0,5000.0,10000.0,3000.0,10000.0,0
50000000,49,1,1,0,0,0,0,0,0,435737,421983.0,414453.0,422168,423674.0,413326.0,20157.0,13670.0,13596.0,14454.0,33720.0,12284.0,0
30000,26,1,2,0,0,0,0,0,-1,9417,4638.0,3617.0,3787,4820.0,914.0,3150.0,1000.0,1200.0,2000.0,914.0,7311.0,0
240000,33,3,2,0,0,0,0,0,0,221960,223205.0,226399.0,203561,205730.0,199631.0,9500.0,10000.0,7100.0,7500.0,7990.0,7000.0,0
60000,23,1,2,0,0,0,0,0,0,27369,27961.0,28509.0,28628,28785.0,28921.0,1466.0,1452.0,1009.0,1040.0,1048.0,856.0,0
20000,41,2,2,0,0,0,0,0,0,18577,18961.0,18126.0,16557,17519.0,17111.0,2000.0,2000.0,1000.0,3000.0,2000.0,3000.0,0
360000,34,1,2,0,0,-1,0,0,0,14867,14612.0,13739.0,7995,9480.0,9952.0,1079.0,14598.0,1017.0,5022.0,5049.0,3304.0,0
50000,46,2,3,0,0,0,0,0,0,49776,50405.0,49099.0,19125,18504.0,19197.0,2056.0,1300.0,669.0,671.0,1000.0,684.0,1
30000,23,1,2,0,0,0,0,0,0,30235,28246.0,30395.0,29962,30360.0,29899.0,3000.0,3000.0,2468.0,1700.0,2500.0,1046.0,0
230000,41,2,2,0,0,0,0,0,0,38975,35294.0,39295.0,38459,40242.0,42495.0,5000.0,5000.0,5000.0,3000.0,5000.0,3000.0,0
250000,37,1,1,0,0,0,0,0,0,13504,13486.0,14261.0,7019,7062.0,7242.0,1267.0,1310.0,232.0,238.0,279.0,122.0,0
80000,36,2,2,0,0,0,0,0,0,75345,77112.0,78707.0,38084,38910.0,39691.0,4419.0,4000.0,2000.0,2000.0,2000.0,3232.0,0
110000,33,3,2,0,0,0,0,0,0,110704,55885.0,56779.0,56580,57509.0,58715.0,2056.0,2100.0,2100.0,2076.0,2400.0,2100.0,0
170000,30,1,2,0,0,0,0,0,0,30552,29342.0,30544.0,30477,2609.0,1359.0,2500.0,2500.0,780.0,1100.0,400.0,918.0,0
260000,44,2,2,0,0,0,0,0,0,99176,63497.0,51524.0,52681,53852.0,55967.0,2259.0,2000.0,2000.0,2000.0,3000.0,1681.0,0
250000,53,2,1,0,0,2,0,0,0,177537,198017.0,192962.0,156134,161603.0,166631.0,25000.0,0.0,7000.0,8000.0,8000.0,5000.0,0
50000,22,2,2,0,0,0,0,0,0,22616,21415.0,20769.0,21339,19382.0,18577.0,1668.0,1283.0,853.0,1000.0,758.0,475.0,0
120000,42,1,1,0,0,0,0,0,0,23331,12125.0,13903.0,13858,14777.0,46061.0,5000.0,5000.0,5000.0,5000.0,10000.0,6000.0,0
150000,66,2,1,0,0,0,0,0,0,190790,167666.0,145132.0,148054,146358.0,145253.0,4942.0,4875.0,4085.0,4113.0,4074.0,4820.0,0
110000,26,3,2,0,0,0,0,0,0,44089,29251.0,30454.0,33100,34727.0,36823.0,3002.0,2500.0,3000.0,2000.0,2500.0,1500.0,0
290000,37,2,1,0,0,0,0,-1,0,48978,58858.0,36129.0,20369,29521.0,59219.0,20078.0,5017.0,509.0,29526.0,35000.0,93600.0,0
70000,30,1,2,0,0,0,0,0,0,36201,25510.0,11402.0,8464,6464.0,-1000.0,1586.0,1000.0,0.0,0.0,0.0,0.0,0
90000,26,2,1,0,0,0,0,-1,-1,47121,49332.0,47590.0,50000,780.0,0.0,3000.0,2000.0,3000.0,780.0,0.0,2808.0,0
420000,39,2,2,0,0,0,0,0,0,204984,209929.0,190689.0,173547,176980.0,180109.0,8006.0,7000.0,6000.0,6500.0,6500.0,10000.0,0
310000,28,3,2,0,0,0,0,0,0,220845,179260.0,116798.0,109647,114745.0,103646.0,7809.0,10000.0,10000.0,10334.0,10000.0,5000.0,0
20000,28,2,1,0,0,0,0,0,0,74510,75262.0,49919.0,43303,27929.0,15530.0,2734.0,1200.0,1077.0,3000.0,633.0,8000.0,0
30000000,28,2,2,0,0,0,0,0,0,293498,299066.0,295173.0,286885,287816.0,294383.0,13007.0,11067.0,10026.0,10500.0,11080.0,10500.0,0
50000000,39,1,2,0,0,0,0,-1,-1,128068,143227.0,52196.0,43180,1095.0,856.0,20000.0,12000.0,0.0,1095.0,856.0,50000.0,0
380000,31,1,1,0,0,0,0,2,0,225905,225515.0,227387.0,197959,194710.0,199300.0,11000.0,9000.0,15000.0,0.0,8000.0,8000.0,0
